"first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2024-08-03 18:03:41", "1306737", "f3d7d1f323c2017dad9515791e702034", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:37", "1306734", "3bd97338ec238337138cab79d4216685", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:34", "1306731", "124a5529f6b2a63a72ff518b0d13a61d", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:31", "1306728", "919cbed764792c6151de3dd43459d649", "md5_hash", "payload", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:27", "1306725", "572ac52598695ef5cdb8a41baf9b87b8", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:24", "1306722", "5d4a1b7be87a7affc29bd90fe5176b90", "md5_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:21", "1306719", "62627385b7bb27632bfbf7213bdc60f7", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:18", "1306716", "6caa8803384c91ef9a1c95c662a1507d", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:14", "1306713", "e19447cf840526f8310a6f2a566a1bb4", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:10", "1306710", "e06b636f47ea507fc0274fbb4186d17e", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:07", "1306707", "9d88b7c155ed5aa33037c510e9fb0371", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:03", "1306704", "4b8ac2e284cc26e4cb80d0950e695a5c", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:03:00", "1306701", "a326695add4a14727e9d960d51f7edaa", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:02:56", "1306698", "8d3881b3ad8d922eef49b5d721bfef29", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:02:52", "1306695", "313b5e8e5dd6f2c13679f8b360f8c66e", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:02:47", "1306692", "35b2361d0a14544f7e429373eb5a317e", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:02:44", "1306689", "d2415f2b80b548907c89afd5557b4c5a", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:02:40", "1306686", "8e32035c112bde5ad267ba5f3e1a02e8", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-03 18:02:35", "1306683", "7523ab16976e0ce4dcf8419b2c2af975", "md5_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:41", "1306565", "e094fb5c38f1c122795e31380d85e913", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:38", "1306562", "c8041b79dae3dab3b28cd712358b355f", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:35", "1306559", "7dd0c9922038065fd1460dfa75aa0b74", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:31", "1306556", "501dc33e46ca98129ac8f7bd84a30d2f", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:28", "1306553", "ee2875f921602d7f7f26f0b788f1b3f7", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:25", "1306550", "3b6b8692b218a166258a6ae95999f938", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:21", "1306547", "604d6dba1da5eb3a4d3f27c641448da0", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:18", "1306544", "b5869ca2bc01b3f51ee0ec4d2cdf8925", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:15", "1306541", "016dd3b7ef3af07dd9f93d8667594bcc", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:12", "1306538", "e538f8c1ba1e4d481f1f2701fedb9688", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:08", "1306535", "686684e04c4e6011a7a337a3d8007701", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:05", "1306532", "9f295f94dfaf4a72ef4aaa28e15543f5", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:03:01", "1306529", "4448eb54d8842a703066b55ba74b2da7", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:57", "1306526", "41edad3ddf08bdf37cb05f98d91ea355", "md5_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:54", "1306523", "f50775e18e9da9d2f34006fad5fb7267", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:51", "1306520", "02b38c5ed3cc55d9ac357ac84711e656", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:48", "1306517", "9a2a86186b5ee6d85c0dfe909e310552", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:44", "1306514", "37f0e7aca78acc89d8cbacb443460f66", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:41", "1306511", "e6caaea335a300ba292c5f5d533bbf47", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:38", "1306508", "3ffc190ddc336450e1a284c82dee1c8f", "md5_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:35", "1306505", "5fc95d59eec4c8e81e601ba51635781e", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:32", "1306502", "5a3c249afa8c54232f3705bd3f2e5233", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:28", "1306499", "1536f94371c0380f0fa0436c2af734ff", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:25", "1306496", "80cfdbd11614596b637b1954f7fc6f4b", "md5_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:21", "1306493", "9639c8a10d9f8ed4a62d042c122fc9e2", "md5_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:18", "1306490", "1f8edacdec1cf380afef099c52ba13bf", "md5_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:15", "1306487", "1fbf162646f1ba6e64e6213945a36970", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:12", "1306484", "4ac3b7e78503130108ce205db6e78904", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:08", "1306481", "f1176e8d6662faadee1e912fc2da0147", "md5_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:05", "1306478", "6d5d4446553b24882bd71a9bc1e1f00a", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:02:02", "1306475", "3b3b0eca19ac749e02875e4b3e1c087f", "md5_hash", "payload", "win.stegoloader", "None", "StegoLoader", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:58", "1306472", "6917037b3307cd41e28175a327299d4d", "md5_hash", "payload", "win.babadeda", "None", "Babadeda", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:55", "1306469", "b6c2bc7bee8a10ac06d3d8c1e8b40665", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:52", "1306466", "9dda9150fe6f164bdceea0e100775c9e", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:48", "1306463", "4439ef5204e48d27ce6a05e726744a91", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:45", "1306460", "e7373f04b42b4338704fbc49256ac234", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:42", "1306457", "c9bec29f669d714cd80e368748d7024c", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:38", "1306454", "c4378cb517a96c7d79c85af820a658f0", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:35", "1306451", "aa048662e898d09b2750d26976394cad", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:31", "1306448", "0b3e8cba9ade0b3aa878518d0152fa05", "md5_hash", "payload", "win.mimikatz", "None", "MimiKatz", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:27", "1306445", "9bfd204e700b25f0930e22b4fad4e9eb", "md5_hash", "payload", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:23", "1306442", "e9d26537e90ed16f25562af4e1f32d67", "md5_hash", "payload", "win.lokipws", "Burkina,Loki,LokiBot,LokiPWS", "Loki Password Stealer (PWS)", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:19", "1306439", "0ad7b4deca1b49cf970d67a168dcfa25", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:15", "1306436", "7d7f3bc9ee5e134e71042889a8627f27", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:10", "1306433", "a70203ab1c6654da95842e80bdd35aa7", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:06", "1306430", "562727df5cef8b4983c0cde155844ec1", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:01:02", "1306427", "77cf246fe6850625de4fc05d5163e5b1", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:58", "1306424", "e219acd0a358a6fd72cb005b00d4952f", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:54", "1306421", "85c0413d7d9487f752bd2b8271337606", "md5_hash", "payload", "win.lokipws", "Burkina,Loki,LokiBot,LokiPWS", "Loki Password Stealer (PWS)", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:50", "1306418", "927fa04562edd69aa390c0a78fabaa10", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:46", "1306415", "562c32d2d35b3518bfe76337385651a0", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:41", "1306412", "a39ae54553e77f5a065dce53e7e319be", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:36", "1306409", "f87fad1499e2fb8d75138392e9e72db9", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:30", "1306406", "52b90d1eed8e25aeebdce06a38f093dc", "md5_hash", "payload", "win.lokipws", "Burkina,Loki,LokiBot,LokiPWS", "Loki Password Stealer (PWS)", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:22", "1306403", "8987604aedffcf3b2ed8033f4b41ce84", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 21:00:09", "1306400", "b79ee67c4f27229c0c4486ae3fb10e33", "md5_hash", "payload", "win.troystealer", "None", "troystealer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:59", "1306397", "9be7a984ea595408fb4de395656e4d1c", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:56", "1306394", "5053731b700f2bc5aa700f9134d626df", "md5_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:52", "1306391", "2de0eae45e04dbe731524745220ae84d", "md5_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:49", "1306388", "07ab6bc9d91526d66b5bee3c8cfbf631", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:45", "1306385", "aa4bb4c57074e543076b145b7399cd64", "md5_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:42", "1306382", "0023d5028225136e000201652d675318", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:38", "1306379", "71a8a8297116bb9e6a527c82db38ae0c", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:35", "1306376", "16d300bc0b14d20c79b4e7cef6c0eeb5", "md5_hash", "payload", "win.nimgrabber", "None", "NimGrabber", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:32", "1306373", "e9c64620dc920a64a2448e78de1cff90", "md5_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:29", "1306370", "1140994e2bc5e67c9f8c161891554f93", "md5_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:25", "1306367", "ff496f039a1b48b510b12c97a959dd8d", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:21", "1306364", "4e01f16dec9289202f20b8782f9a3caa", "md5_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:18", "1306361", "30880523d777f4fe75ca515c0d6df32b", "md5_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:14", "1306358", "8f9efa1e733425b4bc400cf43e51e847", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:11", "1306355", "9bed2e32efbfbc5b80fa117b42ea3775", "md5_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:08", "1306352", "9944a67d27334533a9fd354736cf9294", "md5_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:04", "1306349", "2360bb0b42650f2feb47a0e988ccc3ea", "md5_hash", "payload", "win.lokipws", "Burkina,Loki,LokiBot,LokiPWS", "Loki Password Stealer (PWS)", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:59:01", "1306346", "a63c3cbc7ecff571542f877e0257cae2", "md5_hash", "payload", "win.neshta", "None", "neshta", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:58", "1306343", "4ab8ccecd4a134b37a1141b515371b66", "md5_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:54", "1306340", "35def34cb26c5f9c76665becc235b9ab", "md5_hash", "payload", "win.amadey", "None", "Amadey", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:50", "1306337", "854a04ece185a084d82828521238d9a6", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:47", "1306334", "dd3aa70adbe7894d6705ddb398155628", "md5_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:42", "1306331", "92f805e03c89594936e34a1429cd4484", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:39", "1306328", "6f675d909b9f5d4a2a9d54de4f2ff827", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:34", "1306325", "9fda622d0627ec22585e4aef4005e98a", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:30", "1306322", "76cb279ca16cefddccb04ec0b92461a2", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:26", "1306319", "e78239a5b0223499bed12a752b893cad", "md5_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:23", "1306316", "87f11e4120ef8e097fea438ef20644c9", "md5_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:18", "1306313", "d8506a1a17c1b7452fc9e94ce5568900", "md5_hash", "payload", "win.vidar", "None", "Vidar", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:15", "1306310", "a23837debdc8f0e9fce308bff036f18f", "md5_hash", "payload", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "95", "None", "None", "0", "Grim"
"2024-08-02 20:58:12", "1306307", "c1619d951b039ce9cb600815e8b14b26", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "2024-08-03 18:05:14", "95", "None", "None", "0", "Grim"
"2024-08-01 20:09:17", "1306173", "196b9c8e00d11c72d276a4b9654dd3f5", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:09:13", "1306170", "2a9ca96a774697399b7b112be1a2ec3c", "md5_hash", "payload", "win.stormwind", "None", "Stormwind", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:09:10", "1306167", "006fc5792a1d0c2ed88ced58248ce628", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:09:07", "1306164", "1c98134f05498aa3cad9bf040064f187", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:09:03", "1306161", "18c1314189b50b530c8cf1db4176c1b6", "md5_hash", "payload", "win.404keylogger", "404KeyLogger,Snake Keylogger", "404 Keylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:09:00", "1306158", "2d6a88e10dfe5531ed92d544673dbf28", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:57", "1306155", "469bf0790449a31b8406e2731936746b", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:54", "1306152", "7aa4185295ab3f4f896704aed05c0795", "md5_hash", "payload", "win.nimgrabber", "None", "NimGrabber", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:50", "1306149", "7f606e8946901f41897cfd609f83af30", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:47", "1306146", "688ce25c0d970bd0cc5a02bbb16a4301", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:44", "1306143", "a7444d34f1869f9268c4ac62961b04fd", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:40", "1306140", "af951609aa80d5de83f9a02db46bd8cc", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:37", "1306137", "3d8b80d333bf87863d7c2e39c3dc229a", "md5_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:33", "1306134", "a7e5988a52a1c920a9b867912fe40874", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:30", "1306131", "ca1845abcf1be7d9eff62851f07b38ef", "md5_hash", "payload", "win.typhon_stealer", "Typhon Reborn V2", "Typhon Stealer", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:27", "1306128", "0ac815c9c2f0d8c5ce1334b2aa2127fd", "md5_hash", "payload", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:24", "1306125", "7f160beab92f11c14b1adac7c14ef9aa", "md5_hash", "payload", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:21", "1306122", "858b6dff6232baef2c003b56ff5f4ff2", "md5_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:17", "1306119", "d4f785d1d58e71fb1f732558508aa612", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:14", "1306116", "cad03f8171f7f4def02c67c2d562e384", "md5_hash", "payload", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:11", "1306113", "e78614db11e3496fd454108b9dc5767d", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:06", "1306110", "a51d574cd289c2047172da1dd637de03", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:08:03", "1306107", "4f7e88f22f510303d71b011a62056bd7", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:59", "1306104", "a5e2d8aa014a6348667249b07e55fdce", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:56", "1306101", "bbe460fceae8b5771d9b87c6e6706978", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:53", "1306098", "192a10972e9401b7626f1f6bd50de84c", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:50", "1306095", "d802baab4d2657dd07093f5d592190f2", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:47", "1306092", "b7f0467ea05cdb14eea0f67fd09e8bc6", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:43", "1306089", "a3edde17d6cc8f601236f34949de23f0", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:40", "1306086", "8a2c087b7957f01421ace6065a96aead", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:37", "1306083", "625d8383ef0f3f52b78bc0172ad826d8", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:33", "1306080", "9066159435f5ce34369944fc1290a8e8", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-08-01 20:07:30", "1306077", "cc7897b4b8c0567aed3a4b9a35080862", "md5_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "", "95", "None", "None", "0", "Grim"
